path,model,done,total_duration,load_duration,prompt_eval_duration,eval_duration,input_tokens,output_tokens
executive-order-11074-establishing-the-presidents-council-physical-fitness.json,qwen2.5,True,427674426.0,14930724.0,16000000.0,389000000.0,375.0,39.0
executive-order-11075-administration-the-trade-expansion-act-1962.json,qwen2.5,True,460185320.0,20629578.0,12000000.0,419000000.0,427.0,42.0
executive-order-11073-providing-for-federal-salary-administration.json,qwen2.5,True,957735874.0,10968223.0,11000000.0,930000000.0,442.0,104.0
executive-order-11076-establishing-the-presidents-advisory-commission-narcotic-and-drug.json,qwen2.5,True,447179405.0,28943623.0,8000000.0,398000000.0,376.0,40.0
executive-order-11078-creating-board-inquiry-report-labor-dispute-affecting-the-ballistics.json,qwen2.5,True,380708606.0,12296144.0,8000000.0,354000000.0,376.0,40.0
executive-order-11077-administration-the-migration-and-refugee-assistance-act-1962.json,qwen2.5,True,714062240.0,29877198.0,9000000.0,661000000.0,405.0,68.0
executive-order-11079-providing-for-the-prescribing-regulations-under-which-members-the.json,qwen2.5,True,451026339.0,28752239.0,11000000.0,398000000.0,376.0,40.0
executive-order-11080-inspection-income-excess-profits-estate-and-gift-tax-returns-the.json,qwen2.5,True,511339885.0,10841581.0,8000000.0,486000000.0,394.0,57.0
executive-order-11082-inspection-income-excess-profits-estate-and-gift-tax-returns-the.json,qwen2.5,True,617806604.0,27357978.0,18000000.0,561000000.0,393.0,56.0
executive-order-11083-inspection-income-excess-profits-estate-and-gift-tax-returns-the.json,qwen2.5,True,509885453.0,11222629.0,7000000.0,485000000.0,393.0,56.0
executive-order-11081-amending-the-manual-for-courts-martial-united-states-1951-implement.json,qwen2.5,True,821877031.0,28423575.0,19000000.0,760000000.0,415.0,78.0
executive-order-11084-amending-executive-order-no-10995-relating-telecommunications.json,qwen2.5,True,437454598.0,16382604.0,9000000.0,400000000.0,376.0,40.0
executive-order-11085-the-presidential-medal-freedom.json,qwen2.5,True,357221311.0,11573740.0,7000000.0,333000000.0,376.0,40.0
executive-order-11086-amendment-executive-order-no-10587-relating-the-administration.json,qwen2.5,True,420792614.0,15918021.0,8000000.0,389000000.0,376.0,40.0
executive-order-11088-assigning-emergency-preparedness-functions-the-secretary-the.json,qwen2.5,True,389566453.0,11640191.0,7000000.0,365000000.0,376.0,40.0
executive-order-11087-assigning-emergency-preparedness-functions-the-secretary-state.json,qwen2.5,True,448037828.0,28779331.0,8000000.0,398000000.0,376.0,40.0
executive-order-11089-assigning-emergency-preparedness-functions-the-atomic-energy.json,qwen2.5,True,439652206.0,28521200.0,14000000.0,384000000.0,376.0,40.0
executive-order-11090-assigning-emergency-preparedness-functions-the-civil-aeronautics.json,qwen2.5,True,359413322.0,10916745.0,7000000.0,336000000.0,376.0,40.0
executive-order-11091-assigning-emergency-preparedness-functions-the-civil-service.json,qwen2.5,True,451489569.0,28603296.0,12000000.0,397000000.0,376.0,40.0
executive-order-11092-assigning-emergency-preparedness-functions-the-federal.json,qwen2.5,True,435092728.0,28409598.0,6000000.0,387000000.0,376.0,40.0
executive-order-11093-assigning-emergency-preparedness-functions-the-administrator-general.json,qwen2.5,True,373328247.0,10862683.0,7000000.0,349000000.0,376.0,40.0
executive-order-11094-assigning-emergency-preparedness-functions-the-board-governors-the.json,qwen2.5,True,452889641.0,27552849.0,12000000.0,400000000.0,376.0,40.0
executive-order-11095-assigning-emergency-preparedness-functions-the-board-directors-the.json,qwen2.5,True,429186471.0,28705571.0,5000000.0,382000000.0,376.0,40.0
executive-order-11096-establishing-seal-for-the-united-states-civil-service-commission.json,qwen2.5,True,376946167.0,11058559.0,7000000.0,353000000.0,376.0,40.0
executive-order-11097-amendment-executive-order-no-10501-amended-relating-authority-for.json,qwen2.5,True,396196224.0,28199949.0,10000000.0,351000000.0,366.0,35.0
executive-order-11098-amending-the-selective-service-regulations.json,qwen2.5,True,445586287.0,28308927.0,16000000.0,388000000.0,376.0,40.0
executive-order-111.json,qwen2.5,True,292941272.0,28229024.0,16000000.0,241000000.0,358.0,24.0
executive-order-11099-inspection-income-estate-and-gift-tax-returns-the-house-committee.json,qwen2.5,True,523540946.0,11046682.0,8000000.0,498000000.0,394.0,57.0
executive-order-1110-placing-government-porto-rico-under-the-war-department.json,qwen2.5,True,437320223.0,28489590.0,8000000.0,387000000.0,373.0,40.0
executive-order-11101-creating-emergency-board-investigate-disputes-between-the-carriers.json,qwen2.5,True,336431562.0,11314197.0,8000000.0,311000000.0,393.0,36.0
executive-order-11100-establishing-the-presidents-commission-registration-and-voting.json,qwen2.5,True,431099267.0,15922590.0,8000000.0,399000000.0,376.0,40.0
executive-order-11103-providing-for-the-appointment-former-peace-corps-volunteers-the.json,qwen2.5,True,388911311.0,11134545.0,8000000.0,365000000.0,376.0,40.0
executive-order-11104-uss-thresher.json,qwen2.5,True,434475796.0,22030581.0,8000000.0,397000000.0,376.0,40.0
executive-order-11102-inspection-returns-possessions-the-united-states.json,qwen2.5,True,606337371.0,28713796.0,9000000.0,555000000.0,394.0,57.0
executive-order-11106-providing-for-the-administration-the-trade-agreements-program-and.json,qwen2.5,True,439577695.0,28187726.0,8000000.0,397000000.0,376.0,40.0
executive-order-11107-administration-alaska-railroads.json,qwen2.5,True,438519353.0,28552089.0,8000000.0,388000000.0,376.0,40.0
executive-order-11105-transferring-the-housing-and-home-finance-administrator-certain.json,qwen2.5,True,612443101.0,12460263.0,8000000.0,586000000.0,402.0,65.0
executive-order-11110-amendment-executive-order-no-10289-amended-relating-the-performance.json,qwen2.5,True,353724605.0,11776687.0,7000000.0,329000000.0,375.0,39.0
executive-order-11108-delegating-authority-under-the-international-wheat-agreement-act.json,qwen2.5,True,444266418.0,15756754.0,17000000.0,397000000.0,376.0,40.0
executive-order-11109-inspection-income-excess-profits-estate-and-gift-tax-returns-the.json,qwen2.5,True,605801713.0,28147740.0,10000000.0,555000000.0,394.0,57.0
executive-order-11111-providing-assistance-for-the-removal-obstructions-justice-and.json,qwen2.5,True,386969830.0,11414619.0,7000000.0,362000000.0,376.0,40.0
executive-order-11112-establishing-the-presidents-advisory-council-the-arts.json,qwen2.5,True,453519398.0,29022112.0,17000000.0,399000000.0,376.0,40.0
executive-order-11113-amendment-executive-order-no-11075-amended-relating-the.json,qwen2.5,True,450598806.0,28347600.0,19000000.0,390000000.0,376.0,40.0
executive-order-11114-extending-the-authority-the-presidents-committee-equal-employment.json,qwen2.5,True,380353257.0,10931056.0,7000000.0,356000000.0,376.0,40.0
executive-order-11115-creating-emergency-board-investigate-disputes-between-the-pullman.json,qwen2.5,True,436894885.0,28230197.0,8000000.0,387000000.0,375.0,39.0
executive-order-11117-establishing-interagency-committee-international-athletics.json,qwen2.5,True,375447147.0,11664107.0,6000000.0,352000000.0,376.0,40.0
executive-order-11118-providing-assistance-for-removal-unlawful-obstructions-justice-the.json,qwen2.5,True,428368415.0,14678354.0,8000000.0,398000000.0,376.0,40.0
executive-order-11119-amending-the-selective-service-regulations.json,qwen2.5,True,364034671.0,11140694.0,7000000.0,339000000.0,376.0,40.0
executive-order-11116-prescribing-rates-charges-for-certain-hospitalization-and-dispensary.json,qwen2.5,True,1043481971.0,28666016.0,20000000.0,980000000.0,437.0,100.0
executive-order-11121-creating-emergency-board-investigate-dispute-between-the-united-air.json,qwen2.5,True,348261381.0,11022245.0,7000000.0,325000000.0,375.0,39.0
executive-order-11120-amendment-executive-order-no-10152-relating-incentive-pay-for.json,qwen2.5,True,692913525.0,15866953.0,18000000.0,649000000.0,402.0,65.0
executive-order-11123-amendment-executive-order-no-10853-relating-various-allowances.json,qwen2.5,True,365126565.0,11389121.0,6000000.0,342000000.0,376.0,40.0
executive-order-11122-establishing-the-rural-development-committee.json,qwen2.5,True,752737984.0,29343934.0,19000000.0,690000000.0,408.0,71.0
executive-order-11124-enlarging-the-membership-the-presidents-advisory-council-the-arts.json,qwen2.5,True,459762757.0,29293118.0,17000000.0,401000000.0,376.0,40.0
executive-order-11125-delegating-authority-the-president-under-sections-205-and-208-title.json,qwen2.5,True,351394235.0,11032931.0,7000000.0,327000000.0,376.0,40.0
executive-order-11126-establishing-committee-and-council-relating-the-status-women.json,qwen2.5,True,428271211.0,28489771.0,8000000.0,378000000.0,375.0,39.0
executive-order-11127-creating-emergency-board-investigate-dispute-between-the-florida.json,qwen2.5,True,415915442.0,28267097.0,10000000.0,364000000.0,408.0,36.0
executive-order-11128-closing-government-departments-and-agencies-november-25-1963.json,qwen2.5,True,374879728.0,10810424.0,8000000.0,350000000.0,377.0,40.0
executive-order-11130-appointing-commission-report-upon-the-assassination-president-john-f.json,qwen2.5,True,354834096.0,11577356.0,6000000.0,330000000.0,377.0,40.0
executive-order-11129-designating-facilities-florida-the-john-f-kennedy-space-center.json,qwen2.5,True,438273335.0,28238292.0,9000000.0,387000000.0,377.0,40.0
executive-order-1113-amending-paragraphs-114-115-120-and-129-consular-regulations-1896.json,qwen2.5,True,468182183.0,28231770.0,8000000.0,419000000.0,375.0,42.0
executive-order-11131-creating-emergency-board-investigate-disputes-between-the-braniff.json,qwen2.5,True,369355090.0,11017488.0,7000000.0,345000000.0,377.0,41.0
executive-order-11132-establishing-the-interagency-committee-export-expansion.json,qwen2.5,True,642530787.0,14700757.0,19000000.0,595000000.0,398.0,61.0
executive-order-11133-inspection-income-estate-and-gift-tax-returns-the-senate-committee.json,qwen2.5,True,612767395.0,28645988.0,9000000.0,560000000.0,393.0,56.0
executive-order-11134-extension-the-presidents-commission-registration-and-voting.json,qwen2.5,True,440635694.0,10736052.0,7000000.0,416000000.0,385.0,49.0
executive-order-11137-relating-certain-allowances-and-benefits-for-civilian-employees.json,qwen2.5,True,342787570.0,11159163.0,7000000.0,318000000.0,376.0,39.0
executive-order-11136-establishing-the-presidents-committee-consumer-interests-and-the.json,qwen2.5,True,439884488.0,29460145.0,8000000.0,389000000.0,376.0,39.0
executive-order-11135-creating-emergency-board-investigate-disputes-between-the-carriers.json,qwen2.5,True,576169721.0,29703538.0,9000000.0,530000000.0,384.0,55.0
executive-order-11138-modifying-executive-order-no-9721-amended-executive-order-no-10103.json,qwen2.5,True,351940363.0,11025610.0,6000000.0,329000000.0,376.0,39.0
executive-order-11139-authorizing-acceptance-the-united-nations-medal-and-service-ribbon.json,qwen2.5,True,451313965.0,28885201.0,17000000.0,392000000.0,376.0,39.0
executive-order-11140-delegating-certain-functions-the-president-relating-the-public.json,qwen2.5,True,446563385.0,27882296.0,8000000.0,397000000.0,377.0,41.0
executive-order-11141-declaring-public-policy-against-discrimination-the-basis-age.json,qwen2.5,True,361284055.0,11157049.0,7000000.0,337000000.0,377.0,41.0
executive-order-11142-prescribing-regulations-governing-the-allowance-travel-expenses.json,qwen2.5,True,456307258.0,28268259.0,8000000.0,407000000.0,377.0,41.0
executive-order-11143-public-advisory-committee-for-trade-negotiations.json,qwen2.5,True,436588181.0,28527973.0,19000000.0,376000000.0,376.0,39.0
executive-order-11144-establishing-the-temporary-alaska-claims-commission.json,qwen2.5,True,357522678.0,10676701.0,7000000.0,335000000.0,376.0,39.0
executive-order-11145-providing-for-curator-the-white-house-and-establishing-committee-for.json,qwen2.5,True,437530462.0,28531529.0,8000000.0,388000000.0,376.0,39.0
executive-order-11147-creating-emergency-board-investigate-disputes-between-the-carriers.json,qwen2.5,True,329578983.0,11085600.0,8000000.0,305000000.0,392.0,36.0
executive-order-11146-amendment-executive-order-no-10204-prescribing-regulations-governing.json,qwen2.5,True,453312354.0,28446127.0,19000000.0,393000000.0,377.0,40.0
executive-order-11149-establishing-the-presidents-advisory-committee-supersonic-transport.json,qwen2.5,True,353156044.0,11100243.0,7000000.0,330000000.0,376.0,39.0
executive-order-11148-designating-the-secretary-the-interior-member-the-interagency.json,qwen2.5,True,457308672.0,28393547.0,8000000.0,408000000.0,377.0,41.0
executive-order-1115-amending-section-149-the-laws-the-canal-zone-concerning-penalties-for.json,qwen2.5,True,428975700.0,28354683.0,9000000.0,378000000.0,373.0,39.0
executive-order-11150-establishing-the-federal-reconstruction-and-development-planning.json,qwen2.5,True,390282127.0,11076317.0,6000000.0,367000000.0,379.0,43.0
executive-order-11151-suspension-the-provisions-section-5770-title-10-united-states-code.json,qwen2.5,True,446261300.0,28148291.0,8000000.0,397000000.0,376.0,40.0
executive-order-11152-establishing-the-presidents-committee-manpower.json,qwen2.5,True,491116501.0,28297885.0,19000000.0,431000000.0,380.0,44.0
executive-order-11153-inspection-income-estate-and-gift-tax-returns-the-senate-committee.json,qwen2.5,True,495603261.0,11192433.0,7000000.0,471000000.0,393.0,56.0
executive-order-11154-exemption-j-edgar-hoover-from-compulsory-retirement-for-age.json,qwen2.5,True,437352354.0,28830208.0,8000000.0,388000000.0,376.0,39.0
executive-order-11155-providing-for-the-recognition-certain-students-presidential-scholars.json,qwen2.5,True,446374826.0,28293648.0,8000000.0,396000000.0,377.0,41.0
executive-order-11156-establishing-maritime-advisory-committee.json,qwen2.5,True,384164050.0,11718599.0,6000000.0,360000000.0,377.0,41.0
executive-order-11159-amendment-executive-order-no-11143-relating-the-public-advisory.json,qwen2.5,True,388692418.0,10852367.0,6000000.0,366000000.0,377.0,41.0
executive-order-11158-designating-the-attorney-general-the-officer-authorized-administer.json,qwen2.5,True,673783979.0,22080466.0,19000000.0,624000000.0,401.0,64.0
executive-order-11157-prescribing-regulations-relating-incentive-pay-for-hazardous-duty.json,qwen2.5,True,935434497.0,28210028.0,13000000.0,880000000.0,427.0,88.0
executive-order-1116-providing-for-diminution-time-from-sentences-certain-convicts-the.json,qwen2.5,True,354840335.0,12475746.0,7000000.0,330000000.0,373.0,39.0
executive-order-11160-prescribing-regulations-relating-medical-care-for-retired-ships.json,qwen2.5,True,453453102.0,23973705.0,19000000.0,397000000.0,376.0,40.0
executive-order-11161-relating-certain-relationships-between-the-department-defense-and.json,qwen2.5,True,438380319.0,27497625.0,9000000.0,390000000.0,376.0,39.0
executive-order-11163-including-certain-tract-land-fannin-county-georgia-the-chattahoochee.json,qwen2.5,True,447365650.0,28238543.0,9000000.0,397000000.0,377.0,41.0
executive-order-11164-amending-executive-order-no-10530-relating-the-performance-the.json,qwen2.5,True,422218193.0,19322933.0,8000000.0,387000000.0,376.0,39.0
executive-order-11162-adding-the-postmaster-general-the-membership-the-presidents.json,qwen2.5,True,721238817.0,11231442.0,9000000.0,695000000.0,416.0,79.0
executive-order-11165-setting-aside-for-the-use-the-united-states-certain-public-lands-and.json,qwen2.5,True,458776002.0,28182476.0,19000000.0,398000000.0,377.0,41.0
executive-order-11166-setting-aside-for-the-use-the-united-states-certain-public-lands-and.json,qwen2.5,True,454881107.0,28260485.0,17000000.0,396000000.0,377.0,40.0
executive-order-11168-creating-emergency-board-investigate-disputes-between-the-carriers.json,qwen2.5,True,490877868.0,27847029.0,9000000.0,440000000.0,402.0,45.0
executive-order-11169-creating-emergency-board-investigate-disputes-between-the-carriers.json,qwen2.5,True,497500498.0,22210182.0,11000000.0,456000000.0,404.0,45.0
executive-order-11167-setting-aside-for-the-use-the-united-states-certain-public-lands-and.json,qwen2.5,True,1201402121.0,10816663.0,13000000.0,1171000000.0,482.0,132.0
executive-order-11170-creating-emergency-board-investigate-disputes-between-the-carriers.json,qwen2.5,True,493627746.0,28305119.0,14000000.0,436000000.0,402.0,45.0
executive-order-11171-the-canal-zone-merit-system-and-regulations-relating-conditions.json,qwen2.5,True,747241585.0,14998933.0,9000000.0,709000000.0,408.0,71.0
executive-order-11173-amending-executive-order-no-11073-relating-federal-salary.json,qwen2.5,True,440299296.0,28292905.0,8000000.0,390000000.0,377.0,40.0
executive-order-11175-exclusion-for-original-or-new-canadian-issues-required-for.json,qwen2.5,True,585707443.0,28203315.0,9000000.0,535000000.0,392.0,55.0
executive-order-11172-setting-aside-for-the-use-the-united-states-certain-public-lands-and.json,qwen2.5,True,1187132748.0,10803503.0,10000000.0,1160000000.0,465.0,136.0
executive-order-11174-establishing-the-presidential-service-certificate-and-the.json,qwen2.5,True,693316011.0,26539072.0,10000000.0,644000000.0,401.0,64.0
executive-order-11177-providing-for-certain-arrangements-under-the-columbia-river-treaty.json,qwen2.5,True,377455258.0,11151150.0,7000000.0,353000000.0,377.0,41.0
executive-order-11176-inspection-certain-interest-equalization-tax-information-returns-the.json,qwen2.5,True,592888835.0,29468991.0,19000000.0,531000000.0,392.0,55.0
executive-order-11179-providing-for-the-national-defense-executive-reserve.json,qwen2.5,True,382639171.0,12610851.0,8000000.0,356000000.0,377.0,41.0
executive-order-11180-creating-emergency-board-investigate-disputes-between-the-carriers.json,qwen2.5,True,259314016.0,27814076.0,19000000.0,199000000.0,386.0,20.0
executive-order-11178-providing-for-the-transfer-lands-georgia-from-the-chattahoochee.json,qwen2.5,True,892686211.0,28448662.0,10000000.0,839000000.0,422.0,84.0
executive-order-11181-creating-board-inquiry-report-certain-labor-disputes-affecting-the.json,qwen2.5,True,368440194.0,11177580.0,8000000.0,344000000.0,377.0,41.0
executive-order-11182-establishing-federal-development-planning-committees-for-alaska.json,qwen2.5,True,438393624.0,28179050.0,18000000.0,379000000.0,376.0,39.0
executive-order-11183-establishing-the-presidents-commission-white-house-fellowships.json,qwen2.5,True,446230833.0,28720760.0,19000000.0,391000000.0,376.0,39.0
executive-order-11184-amending-executive-order-no-10530-relating-the-performance-certain.json,qwen2.5,True,382813965.0,12651062.0,7000000.0,357000000.0,377.0,41.0
executive-order-11185-facilitate-coordination-federal-education-programs.json,qwen2.5,True,460944453.0,28649444.0,18000000.0,401000000.0,377.0,41.0
executive-order-11186-establishing-the-federal-development-planning-committee-for.json,qwen2.5,True,459492654.0,28491183.0,18000000.0,399000000.0,377.0,40.0
executive-order-11187-permitting-certain-employees-the-postal-field-service-be-given.json,qwen2.5,True,369912764.0,11279754.0,6000000.0,346000000.0,377.0,41.0
executive-order-11188-amending-the-selective-service-regulations.json,qwen2.5,True,435234087.0,15734222.0,9000000.0,397000000.0,377.0,41.0
executive-order-11190-providing-for-the-screening-the-ready-reserve-the-armed-forces.json,qwen2.5,True,653950109.0,11092482.0,8000000.0,627000000.0,407.0,70.0
executive-order-11189-placing-certain-positions-levels-iv-and-v-the-federal-executive.json,qwen2.5,True,750675293.0,23982472.0,10000000.0,702000000.0,413.0,70.0
executive-order-11191-providing-for-the-carrying-out-certain-provisions-the-communications.json,qwen2.5,True,423072327.0,15244660.0,9000000.0,386000000.0,376.0,40.0
executive-order-11193-winston-spencer-churchill.json,qwen2.5,True,471600732.0,29529357.0,18000000.0,410000000.0,377.0,41.0
executive-order-11192-inspection-income-estate-and-gift-tax-returns-the-senate-committee.json,qwen2.5,True,524649825.0,12089912.0,7000000.0,499000000.0,393.0,56.0
executive-order-11194-inspection-income-excess-profits-estate-and-gift-tax-returns-the.json,qwen2.5,True,597082176.0,27552548.0,17000000.0,545000000.0,393.0,56.0
executive-order-11196-providing-for-the-performance-the-housing-and-home-finance.json,qwen2.5,True,387621537.0,11360888.0,7000000.0,364000000.0,376.0,40.0
executive-order-11195-placing-additional-positions-levels-iv-and-v-the-federal-executive.json,qwen2.5,True,652196240.0,28242861.0,10000000.0,601000000.0,401.0,60.0
executive-order-11197-establishing-the-presidents-council-equal-opportunity.json,qwen2.5,True,560062560.0,16390448.0,12000000.0,517000000.0,389.0,52.0
executive-order-11198-imposition-interest-equalization-tax-certain-commercial-bank-loans.json,qwen2.5,True,359838356.0,10920611.0,6000000.0,337000000.0,377.0,41.0
executive-order-112.json,qwen2.5,True,273218579.0,18613465.0,8000000.0,233000000.0,358.0,24.0
executive-order-1120-time-limit-for-completion-the-work-the-spanish-treaty-claims.json,qwen2.5,True,368994724.0,11372596.0,7000000.0,344000000.0,372.0,38.0
executive-order-11199-discontinuing-the-defensive-sea-area-off-the-coast-north-carolina.json,qwen2.5,True,752897618.0,20256789.0,10000000.0,709000000.0,408.0,71.0
executive-order-11200-providing-for-establishing-user-fees-pursuant-the-land-and-water.json,qwen2.5,True,453265595.0,28110388.0,16000000.0,398000000.0,377.0,41.0
executive-order-11201-inspection-income-excess-profits-estate-and-gift-tax-returns-the.json,qwen2.5,True,520241749.0,11195377.0,9000000.0,494000000.0,392.0,55.0
executive-order-11202-permitting-student-trainees-be-given-career-or-career-conditional.json,qwen2.5,True,430295508.0,14659718.0,8000000.0,400000000.0,376.0,40.0
executive-order-11203-permitting-certain-qualified-employees-the-treasury-department-be.json,qwen2.5,True,443691164.0,28212433.0,10000000.0,397000000.0,377.0,41.0
executive-order-11204-inspection-income-estate-and-gift-tax-returns-the-committee-public.json,qwen2.5,True,513708943.0,11989840.0,7000000.0,488000000.0,393.0,56.0
executive-order-11205-revoking-executive-order-no-10729-september-16-1957.json,qwen2.5,True,458219373.0,28518916.0,15000000.0,406000000.0,377.0,41.0
executive-order-11206-inspection-interest-equalization-tax-returns.json,qwen2.5,True,607043994.0,29201944.0,18000000.0,545000000.0,393.0,56.0
executive-order-11207-providing-federal-assistance-the-state-alabama.json,qwen2.5,True,429635232.0,11299014.0,7000000.0,406000000.0,385.0,48.0
executive-order-11208-revoking-executive-orders-pertaining-the-presidents-advisory-council.json,qwen2.5,True,473668302.0,28346508.0,18000000.0,414000000.0,377.0,41.0
executive-order-11209-establishing-the-federal-development-committee-for-appalachia-and.json,qwen2.5,True,453949355.0,28177797.0,18000000.0,399000000.0,377.0,41.0
executive-order-1121-amending-civil-service-rules-except-more-general-land-office-special.json,qwen2.5,True,364265971.0,12822551.0,8000000.0,337000000.0,372.0,38.0
executive-order-11210-establishing-temporary-commission-pennsylvania-avenue.json,qwen2.5,True,437267643.0,14521136.0,8000000.0,407000000.0,377.0,41.0
executive-order-11212-including-certain-lands-within-the-boundaries-the-allegheny-national.json,qwen2.5,True,368207091.0,11347368.0,7000000.0,344000000.0,376.0,40.0
executive-order-11211-exclusion-for-original-or-new-japanese-issues-required-for.json,qwen2.5,True,434905482.0,28347810.0,8000000.0,385000000.0,376.0,40.0
executive-order-11214-amendment-executive-order-no-11052-relating-cotton-textiles-and.json,qwen2.5,True,372078986.0,10853639.0,7000000.0,348000000.0,376.0,40.0
executive-order-11215-establishing-the-presidents-commission-the-patent-system.json,qwen2.5,True,426949758.0,14547234.0,18000000.0,387000000.0,376.0,40.0
executive-order-11213-inspection-certain-interest-equalization-tax-information-returns-the.json,qwen2.5,True,859176528.0,28184720.0,10000000.0,813000000.0,417.0,81.0
executive-order-11216-designation-vietnam-and-waters-adjacent-thereto-combat-zone-for-the.json,qwen2.5,True,624072304.0,10702250.0,9000000.0,599000000.0,405.0,68.0
executive-order-11217-inspection-income-excess-profits-estate-and-gift-tax-returns-he.json,qwen2.5,True,598481647.0,28838964.0,11000000.0,545000000.0,393.0,56.0
executive-order-11218-amending-executive-order-no-11017-so-make-the-chairman-the-tennessee.json,qwen2.5,True,471072627.0,28615920.0,18000000.0,410000000.0,377.0,41.0
executive-order-11219-providing-for-the-appointment-the-competitive-service-certain.json,qwen2.5,True,374466281.0,11051078.0,7000000.0,350000000.0,376.0,40.0
executive-order-11220-transferring-lands-the-state-washington-from-the-okanogan-national.json,qwen2.5,True,429695739.0,14337206.0,18000000.0,390000000.0,376.0,40.0
executive-order-11221-amendment-executive-order-no-11126-relating-the-status-women.json,qwen2.5,True,434174923.0,15472374.0,8000000.0,397000000.0,376.0,40.0
executive-order-11222-prescribing-standards-ethical-conduct-for-government-officers-and.json,qwen2.5,True,374561626.0,12526453.0,7000000.0,350000000.0,376.0,40.0
executive-order-11224-designation-certain-foreign-countries-economically-less-developed.json,qwen2.5,True,463835940.0,28286173.0,17000000.0,405000000.0,377.0,41.0
executive-order-11223-relating-the-performance-functions-authorized-the-foreign-assistance.json,qwen2.5,True,593004425.0,28289710.0,9000000.0,548000000.0,394.0,56.0
executive-order-11225-designating-the-international-coffee-organization-public.json,qwen2.5,True,381881282.0,11661984.0,8000000.0,357000000.0,377.0,41.0
executive-order-11228-providing-for-the-performance-the-civil-service-commission-certain.json,qwen2.5,True,380119534.0,12479071.0,7000000.0,355000000.0,377.0,41.0
executive-order-11227-designating-the-interim-communications-satellite-committee-public.json,qwen2.5,True,438570529.0,29373901.0,13000000.0,388000000.0,376.0,40.0
executive-order-11226-amending-executive-order-no-10358-relating-the-observance-holidays.json,qwen2.5,True,456874766.0,28642049.0,8000000.0,407000000.0,377.0,41.0
executive-order-11229-participation-the-international-coffee-organization.json,qwen2.5,True,379411311.0,11106172.0,7000000.0,356000000.0,377.0,41.0
executive-order-11230-delegating-certain-functions-the-president-the-director-the-bureau.json,qwen2.5,True,449288735.0,26821468.0,10000000.0,398000000.0,377.0,41.0
executive-order-11231-establishing-the-vietnam-service-medal.json,qwen2.5,True,613340414.0,29676096.0,9000000.0,561000000.0,393.0,56.0
executive-order-11232-suspension-the-provision-section-5751b-title-10-united-states-code.json,qwen2.5,True,368464441.0,10867090.0,7000000.0,344000000.0,376.0,40.0
executive-order-11233-adlai-e-stevenson.json,qwen2.5,True,442661818.0,14534331.0,18000000.0,402000000.0,377.0,41.0
executive-order-11234-establishing-the-presidents-commission-crime-the-district-columbia.json,qwen2.5,True,466584656.0,28758882.0,14000000.0,410000000.0,377.0,41.0
executive-order-11235-inspection-income-estate-and-gift-tax-returns-the-committee-banking.json,qwen2.5,True,516198375.0,11015725.0,8000000.0,491000000.0,393.0,56.0
executive-order-11236-establishing-the-presidents-commission-law-enforcement-and.json,qwen2.5,True,437023138.0,28551167.0,9000000.0,386000000.0,377.0,40.0
executive-order-11237-prescribing-regulations-for-coordinating-planning-and-the.json,qwen2.5,True,457718039.0,28777376.0,8000000.0,407000000.0,377.0,41.0
executive-order-11238-establishing-national-advisory-council-international-monetary-and.json,qwen2.5,True,367363213.0,11495872.0,7000000.0,343000000.0,377.0,41.0
executive-order-11239-enforcement-the-convention-for-safety-life-sea-1960.json,qwen2.5,True,446760028.0,28096162.0,19000000.0,386000000.0,377.0,40.0
executive-order-11240-the-board-the-foreign-service-and-the-board-examiners-for-the.json,qwen2.5,True,432684480.0,14922097.0,8000000.0,397000000.0,376.0,40.0
executive-order-11241-amending-the-selective-service-regulations.json,qwen2.5,True,571420466.0,11088014.0,8000000.0,546000000.0,400.0,62.0
executive-order-11242-amending-executive-order-no-11157-it-relates-incentive-pay-for.json,qwen2.5,True,445272160.0,28273770.0,8000000.0,395000000.0,377.0,41.0
executive-order-11243-creating-emergency-board-investigate-dispute-between-the-atchison.json,qwen2.5,True,448161382.0,28507624.0,15000000.0,397000000.0,377.0,40.0
executive-order-11244-placing-position-level-iv-the-federal-executive-salary-schedule.json,qwen2.5,True,748131850.0,11061304.0,9000000.0,722000000.0,414.0,79.0
executive-order-11245-placing-position-level-v-the-federal-executive-salary-schedule.json,qwen2.5,True,812812098.0,27469601.0,10000000.0,761000000.0,415.0,78.0
executive-order-11246-equal-employment-opportunity.json,qwen2.5,True,648144928.0,14734641.0,10000000.0,611000000.0,399.0,61.0
executive-order-11247-providing-for-the-coordination-the-attorney-general-enforcement.json,qwen2.5,True,382682816.0,11065811.0,7000000.0,358000000.0,377.0,40.0
executive-order-11249-amending-regulations-relating-the-safeguarding-vessels-harbors-ports.json,qwen2.5,True,456366490.0,26687083.0,16000000.0,400000000.0,377.0,40.0
executive-order-11250-administration-the-peace-corps-the-department-state.json,qwen2.5,True,386948858.0,11227946.0,6000000.0,364000000.0,377.0,40.0
executive-order-11248-placing-certain-positions-levels-iv-and-v-the-federal-executive.json,qwen2.5,True,1073205235.0,28237561.0,12000000.0,1019000000.0,442.0,104.0
executive-order-11251-placing-additional-position-level-v-the-federal-executive-salary.json,qwen2.5,True,597791574.0,14657113.0,9000000.0,561000000.0,394.0,56.0
executive-order-11252-food-for-peace-program.json,qwen2.5,True,761360276.0,11157389.0,9000000.0,736000000.0,421.0,81.0
